CrossTime,SceneTime,PicDuration,Target_ITI,Actual_ITI,ITI_Error,Block,Trial,Stimulus
1729162687.627850,1729162689.999111,0.600000,2.970567,2.962813,-0.007754,1,114,highneg_02.jpg
1729162690.593649,1729162692.605120,0.600000,2.590440,2.606009,0.015569,1,115,highpos_02.jpg
1729162693.182623,1729162694.768868,0.600000,2.189356,2.163748,-0.025608,1,116,neutral_02.jpg
1729162695.359834,1729162696.750930,0.600000,1.961523,1.982062,0.020539,1,117,lowneg_23.jpg
1729162697.315981,1729162698.356771,0.600000,1.640615,1.605841,-0.034775,1,118,lowneg_20.jpg
1729162698.948403,1729162701.036332,0.600000,2.688534,2.679561,-0.008973,1,119,highpos_27.jpg
1729162701.627512,1729162702.722482,0.600000,1.690892,1.686150,-0.004742,1,120,highpos_13.jpg
1729162703.314466,1729162703.853439,0.600000,1.116440,1.130957,0.014517,1,121,highpos_29.jpg
1729162704.420723,1729162704.939348,0.600000,1.095175,1.085909,-0.009266,1,122,lowpos_05.jpg
1729162705.510272,1729162706.926683,0.600000,2.015374,1.987335,-0.028039,1,123,lowpos_04.jpg
1729162707.517934,1729162708.701783,0.600000,1.780697,1.775100,-0.005597,1,124,neutral_18.jpg
1729162709.296246,1729162710.431196,0.600000,1.728699,1.729413,0.000714,1,125,lowneg_18.jpg
1729162753.461644,1729162753.995549,0.600000,1.139316,43.564353,42.425037,2,1,lowpos_03.jpg
1729162754.592672,1729162755.563356,0.600000,1.568381,1.567807,-0.000574,2,2,highpos_16.jpg
1729162756.157482,1729162757.753403,0.600000,2.197922,2.190047,-0.007875,2,3,lowneg_14.jpg
1729162758.357718,1729162760.343174,0.600000,2.585074,2.589771,0.004697,2,4,lowpos_02.jpg
1729162760.937744,1729162761.502537,0.600000,1.142261,1.159363,0.017102,2,5,highneg_11.jpg
1729162762.072448,1729162764.263730,0.600000,2.794085,2.761193,-0.032892,2,6,lowpos_31.jpg
1729162764.864044,1729162766.568850,0.600000,2.313577,2.305120,-0.008457,2,7,highneg_04.jpg
1729162767.168168,1729162769.113033,0.600000,2.546808,2.544183,-0.002625,2,8,neutral_07.jpg
1729162769.706427,1729162771.684182,0.600000,2.586866,2.571149,-0.015718,2,9,lowpos_22.jpg
1729162772.278446,1729162774.080228,0.600000,2.406134,2.396046,-0.010087,2,10,highpos_05.jpg
1729162774.670297,1729162776.314999,0.600000,2.240999,2.234771,-0.006228,2,11,lowpos_28.jpg
1729162776.907699,1729162778.902065,0.600000,2.593756,2.587066,-0.006690,2,12,lowpos_29.jpg
1729162779.496260,1729162780.184847,0.600000,1.285279,1.282782,-0.002497,2,13,highpos_29.jpg
1729162780.778569,1729162781.771913,0.600000,1.491022,1.587066,0.096043,2,14,lowneg_03.jpg
1729162782.261131,1729162783.189392,0.600000,1.525654,1.417479,-0.108175,2,15,lowpos_12.jpg
1729162783.782148,1729162784.943785,0.600000,1.755593,1.754393,-0.001201,2,16,lowpos_14.jpg
1729162785.536257,1729162787.695670,0.600000,2.757180,2.751885,-0.005295,2,17,lowneg_10.jpg
1729162788.296174,1729162789.729698,0.600000,2.030396,2.034028,0.003632,2,18,lowneg_19.jpg
